period,fiscal_year,fiscal_quarter,bu,region,account_code,account_name,account_category,amount_usd_mn,source
2023-01,FY2023,Q1,Electronics,Americas,6600,General & Admin,Opex,-0.717,SAP-BPC
2023-01,FY2023,Q1,Electronics,Americas,7100,Depreciation,D&A,-2.24,SAP-BPC
2023-01,FY2023,Q1,Electronics,Americas,8100,Interest Expense,Finance,-1.344,SAP-BPC
2023-01,FY2023,Q1,Electronics,Americas,9100,Income Tax,Tax,-2.8,SAP-BPC
2023-01,FY2023,Q1,Automotive,APAC,4000,Product Revenue,Revenue,32.928,SAP-BPC
2023-01,FY2023,Q1,Automotive,APAC,4100,Service Revenue,Revenue,14.112,SAP-BPC
2023-01,FY2023,Q1,Automotive,APAC,5000,Cost of Goods Sold,COGS,-25.872,SAP-BPC
2023-01,FY2023,Q1,Automotive,APAC,6100,Salaries & Wages,Opex,-3.763,SAP-BPC
2023-01,FY2023,Q1,Automotive,APAC,6200,Marketing,Opex,-1.411,SAP-BPC
2023-01,FY2023,Q1,Automotive,APAC,6300,R&D,Opex,-1.882,SAP-BPC
2023-01,FY2023,Q1,Automotive,APAC,6400,Travel,Opex,-0.47,SAP-BPC
2023-01,FY2023,Q1,Automotive,APAC,6500,IT & Infrastructure,Opex,-1.129,SAP-BPC
2023-01,FY2023,Q1,Automotive,APAC,6600,General & Admin,Opex,-0.753,SAP-BPC
2023-01,FY2023,Q1,Automotive,APAC,7100,Depreciation,D&A,-2.352,SAP-BPC
2023-01,FY2023,Q1,Automotive,APAC,8100,Interest Expense,Finance,-1.411,SAP-BPC
2023-01,FY2023,Q1,Automotive,APAC,9100,Income Tax,Tax,-2.94,SAP-BPC
2023-01,FY2023,Q1,Automotive,EMEA,4000,Product Revenue,Revenue,36.587,SAP-BPC
2023-01,FY2023,Q1,Automotive,EMEA,4100,Service Revenue,Revenue,15.68,SAP-BPC
2023-01,FY2023,Q1,Automotive,EMEA,5000,Cost of Goods Sold,COGS,-28.747,SAP-BPC
2023-01,FY2023,Q1,Automotive,EMEA,6100,Salaries & Wages,Opex,-4.181,SAP-BPC
2023-01,FY2023,Q1,Automotive,EMEA,6200,Marketing,Opex,-1.568,SAP-BPC
2023-01,FY2023,Q1,Automotive,EMEA,6300,R&D,Opex,-2.091,SAP-BPC
2023-01,FY2023,Q1,Automotive,EMEA,6400,Travel,Opex,-0.523,SAP-BPC
2023-01,FY2023,Q1,Automotive,EMEA,6500,IT & Infrastructure,Opex,-1.254,SAP-BPC
2023-01,FY2023,Q1,Automotive,EMEA,6600,General & Admin,Opex,-0.836,SAP-BPC
2023-01,FY2023,Q1,Automotive,EMEA,7100,Depreciation,D&A,-2.613,SAP-BPC
2023-01,FY2023,Q1,Automotive,EMEA,8100,Interest Expense,Finance,-1.568,SAP-BPC
2023-01,FY2023,Q1,Automotive,EMEA,9100,Income Tax,Tax,-3.267,SAP-BPC
2023-01,FY2023,Q1,Automotive,Americas,4000,Product Revenue,Revenue,43.904,SAP-BPC
2023-01,FY2023,Q1,Automotive,Americas,4100,Service Revenue,Revenue,18.816,SAP-BPC
2023-01,FY2023,Q1,Automotive,Americas,5000,Cost of Goods Sold,COGS,-34.496,SAP-BPC
2023-01,FY2023,Q1,Automotive,Americas,6100,Salaries & Wages,Opex,-5.018,SAP-BPC
2023-01,FY2023,Q1,Automotive,Americas,6200,Marketing,Opex,-1.882,SAP-BPC
2023-01,FY2023,Q1,Automotive,Americas,6300,R&D,Opex,-2.509,SAP-BPC
2023-01,FY2023,Q1,Automotive,Americas,6400,Travel,Opex,-0.627,SAP-BPC
2023-01,FY2023,Q1,Automotive,Americas,6500,IT & Infrastructure,Opex,-1.505,SAP-BPC
2023-01,FY2023,Q1,Automotive,Americas,6600,General & Admin,Opex,-1.004,SAP-BPC
2023-01,FY2023,Q1,Automotive,Americas,7100,Depreciation,D&A,-3.136,SAP-BPC
2023-01,FY2023,Q1,Automotive,Americas,8100,Interest Expense,Finance,-1.882,SAP-BPC
2023-01,FY2023,Q1,Automotive,Americas,9100,Income Tax,Tax,-3.92,SAP-BPC
2023-01,FY2023,Q1,Healthcare,APAC,4000,Product Revenue,Revenue,16.464,SAP-BPC
2023-01,FY2023,Q1,Healthcare,APAC,4100,Service Revenue,Revenue,7.056,SAP-BPC
2023-01,FY2023,Q1,Healthcare,APAC,5000,Cost of Goods Sold,COGS,-12.936,SAP-BPC
2023-01,FY2023,Q1,Healthcare,APAC,6100,Salaries & Wages,Opex,-1.882,SAP-BPC
2023-01,FY2023,Q1,Healthcare,APAC,6200,Marketing,Opex,-0.706,SAP-BPC
2023-01,FY2023,Q1,Healthcare,APAC,6300,R&D,Opex,-0.941,SAP-BPC
2023-01,FY2023,Q1,Healthcare,APAC,6400,Travel,Opex,-0.235,SAP-BPC
2023-01,FY2023,Q1,Healthcare,APAC,6500,IT & Infrastructure,Opex,-0.564,SAP-BPC
2023-01,FY2023,Q1,Healthcare,APAC,6600,General & Admin,Opex,-0.376,SAP-BPC
2023-01,FY2023,Q1,Healthcare,APAC,7100,Depreciation,D&A,-1.176,SAP-BPC
2023-01,FY2023,Q1,Healthcare,APAC,8100,Interest Expense,Finance,-0.706,SAP-BPC
2023-01,FY2023,Q1,Healthcare,APAC,9100,Income Tax,Tax,-1.47,SAP-BPC
2023-01,FY2023,Q1,Healthcare,EMEA,4000,Product Revenue,Revenue,18.293,SAP-BPC
2023-01,FY2023,Q1,Healthcare,EMEA,4100,Service Revenue,Revenue,7.84,SAP-BPC
2023-01,FY2023,Q1,Healthcare,EMEA,5000,Cost of Goods Sold,COGS,-14.373,SAP-BPC
2023-01,FY2023,Q1,Healthcare,EMEA,6100,Salaries & Wages,Opex,-2.091,SAP-BPC
2023-01,FY2023,Q1,Healthcare,EMEA,6200,Marketing,Opex,-0.784,SAP-BPC
2023-01,FY2023,Q1,Healthcare,EMEA,6300,R&D,Opex,-1.045,SAP-BPC
2023-01,FY2023,Q1,Healthcare,EMEA,6400,Travel,Opex,-0.261,SAP-BPC
2023-01,FY2023,Q1,Healthcare,EMEA,6500,IT & Infrastructure,Opex,-0.627,SAP-BPC
2023-01,FY2023,Q1,Healthcare,EMEA,6600,General & Admin,Opex,-0.418,SAP-BPC
2023-01,FY2023,Q1,Healthcare,EMEA,7100,Depreciation,D&A,-1.307,SAP-BPC
2023-01,FY2023,Q1,Healthcare,EMEA,8100,Interest Expense,Finance,-0.784,SAP-BPC
2023-01,FY2023,Q1,Healthcare,EMEA,9100,Income Tax,Tax,-1.633,SAP-BPC
2023-01,FY2023,Q1,Healthcare,Americas,4000,Product Revenue,Revenue,21.952,SAP-BPC
2023-01,FY2023,Q1,Healthcare,Americas,4100,Service Revenue,Revenue,9.408,SAP-BPC
2023-01,FY2023,Q1,Healthcare,Americas,5000,Cost of Goods Sold,COGS,-17.248,SAP-BPC
2023-01,FY2023,Q1,Healthcare,Americas,6100,Salaries & Wages,Opex,-2.509,SAP-BPC
2023-01,FY2023,Q1,Healthcare,Americas,6200,Marketing,Opex,-0.941,SAP-BPC
2023-01,FY2023,Q1,Healthcare,Americas,6300,R&D,Opex,-1.254,SAP-BPC
2023-01,FY2023,Q1,Healthcare,Americas,6400,Travel,Opex,-0.314,SAP-BPC
2023-01,FY2023,Q1,Healthcare,Americas,6500,IT & Infrastructure,Opex,-0.753,SAP-BPC
2023-01,FY2023,Q1,Healthcare,Americas,6600,General & Admin,Opex,-0.502,SAP-BPC
2023-01,FY2023,Q1,Healthcare,Americas,7100,Depreciation,D&A,-1.568,SAP-BPC
2023-01,FY2023,Q1,Healthcare,Americas,8100,Interest Expense,Finance,-0.941,SAP-BPC
2023-01,FY2023,Q1,Healthcare,Americas,9100,Income Tax,Tax,-1.96,SAP-BPC
2023-02,FY2023,Q1,Electronics,APAC,4000,Product Revenue,Revenue,23.856,SAP-BPC
2023-02,FY2023,Q1,Electronics,APAC,4100,Service Revenue,Revenue,10.224,SAP-BPC
2023-02,FY2023,Q1,Electronics,APAC,5000,Cost of Goods Sold,COGS,-18.744,SAP-BPC
2023-02,FY2023,Q1,Electronics,APAC,6100,Salaries & Wages,Opex,-2.726,SAP-BPC
2023-02,FY2023,Q1,Electronics,APAC,6200,Marketing,Opex,-1.022,SAP-BPC
2023-02,FY2023,Q1,Electronics,APAC,6300,R&D,Opex,-1.363,SAP-BPC
2023-02,FY2023,Q1,Electronics,APAC,6400,Travel,Opex,-0.341,SAP-BPC
2023-02,FY2023,Q1,Electronics,APAC,6500,IT & Infrastructure,Opex,-0.818,SAP-BPC
2023-02,FY2023,Q1,Electronics,APAC,6600,General & Admin,Opex,-0.545,SAP-BPC
2023-02,FY2023,Q1,Electronics,APAC,7100,Depreciation,D&A,-1.704,SAP-BPC
2023-02,FY2023,Q1,Electronics,APAC,8100,Interest Expense,Finance,-1.022,SAP-BPC
2023-02,FY2023,Q1,Electronics,APAC,9100,Income Tax,Tax,-2.13,SAP-BPC
2023-02,FY2023,Q1,Electronics,EMEA,4000,Product Revenue,Revenue,26.507,SAP-BPC
2023-02,FY2023,Q1,Electronics,EMEA,4100,Service Revenue,Revenue,11.36,SAP-BPC
2023-02,FY2023,Q1,Electronics,EMEA,5000,Cost of Goods Sold,COGS,-20.827,SAP-BPC
2023-02,FY2023,Q1,Electronics,EMEA,6100,Salaries & Wages,Opex,-3.029,SAP-BPC
2023-02,FY2023,Q1,Electronics,EMEA,6200,Marketing,Opex,-1.136,SAP-BPC
2023-02,FY2023,Q1,Electronics,EMEA,6300,R&D,Opex,-1.515,SAP-BPC
2023-02,FY2023,Q1,Electronics,EMEA,6400,Travel,Opex,-0.379,SAP-BPC
2023-02,FY2023,Q1,Electronics,EMEA,6500,IT & Infrastructure,Opex,-0.909,SAP-BPC
2023-02,FY2023,Q1,Electronics,EMEA,6600,General & Admin,Opex,-0.606,SAP-BPC
2023-02,FY2023,Q1,Electronics,EMEA,7100,Depreciation,D&A,-1.893,SAP-BPC
2023-02,FY2023,Q1,Electronics,EMEA,8100,Interest Expense,Finance,-1.136,SAP-BPC
2023-02,FY2023,Q1,Electronics,EMEA,9100,Income Tax,Tax,-2.367,SAP-BPC
2023-02,FY2023,Q1,Electronics,Americas,4000,Product Revenue,Revenue,31.808,SAP-BPC
2023-02,FY2023,Q1,Electronics,Americas,4100,Service Revenue,Revenue,13.632,SAP-BPC
2023-02,FY2023,Q1,Electronics,Americas,5000,Cost of Goods Sold,COGS,-24.992,SAP-BPC
2023-02,FY2023,Q1,Electronics,Americas,6100,Salaries & Wages,Opex,-3.635,SAP-BPC
2023-02,FY2023,Q1,Electronics,Americas,6200,Marketing,Opex,-1.363,SAP-BPC
2023-02,FY2023,Q1,Electronics,Americas,6300,R&D,Opex,-1.818,SAP-BPC
2023-02,FY2023,Q1,Electronics,Americas,6400,Travel,Opex,-0.454,SAP-BPC
2023-02,FY2023,Q1,Electronics,Americas,6500,IT & Infrastructure,Opex,-1.091,SAP-BPC
2023-02,FY2023,Q1,Electronics,Americas,6600,General & Admin,Opex,-0.727,SAP-BPC
2023-02,FY2023,Q1,Electronics,Americas,7100,Depreciation,D&A,-2.272,SAP-BPC
2023-02,FY2023,Q1,Electronics,Americas,8100,Interest Expense,Finance,-1.363,SAP-BPC
2023-02,FY2023,Q1,Electronics,Americas,9100,Income Tax,Tax,-2.84,SAP-BPC
2023-02,FY2023,Q1,Automotive,APAC,4000,Product Revenue,Revenue,33.398,SAP-BPC
2023-02,FY2023,Q1,Automotive,APAC,4100,Service Revenue,Revenue,14.314,SAP-BPC
2023-02,FY2023,Q1,Automotive,APAC,5000,Cost of Goods Sold,COGS,-26.242,SAP-BPC
2023-02,FY2023,Q1,Automotive,APAC,6100,Salaries & Wages,Opex,-3.817,SAP-BPC
2023-02,FY2023,Q1,Automotive,APAC,6200,Marketing,Opex,-1.431,SAP-BPC
2023-02,FY2023,Q1,Automotive,APAC,6300,R&D,Opex,-1.908,SAP-BPC
2023-02,FY2023,Q1,Automotive,APAC,6400,Travel,Opex,-0.477,SAP-BPC
2023-02,FY2023,Q1,Automotive,APAC,6500,IT & Infrastructure,Opex,-1.145,SAP-BPC
2023-02,FY2023,Q1,Automotive,APAC,6600,General & Admin,Opex,-0.763,SAP-BPC
2023-02,FY2023,Q1,Automotive,APAC,7100,Depreciation,D&A,-2.386,SAP-BPC
2023-02,FY2023,Q1,Automotive,APAC,8100,Interest Expense,Finance,-1.431,SAP-BPC
2023-02,FY2023,Q1,Automotive,APAC,9100,Income Tax,Tax,-2.982,SAP-BPC
2023-02,FY2023,Q1,Automotive,EMEA,4000,Product Revenue,Revenue,37.109,SAP-BPC
2023-02,FY2023,Q1,Automotive,EMEA,4100,Service Revenue,Revenue,15.904,SAP-BPC
2023-02,FY2023,Q1,Automotive,EMEA,5000,Cost of Goods Sold,COGS,-29.157,SAP-BPC
2023-02,FY2023,Q1,Automotive,EMEA,6100,Salaries & Wages,Opex,-4.241,SAP-BPC
2023-02,FY2023,Q1,Automotive,EMEA,6200,Marketing,Opex,-1.59,SAP-BPC
2023-02,FY2023,Q1,Automotive,EMEA,6300,R&D,Opex,-2.121,SAP-BPC
2023-02,FY2023,Q1,Automotive,EMEA,6400,Travel,Opex,-0.53,SAP-BPC
2023-02,FY2023,Q1,Automotive,EMEA,6500,IT & Infrastructure,Opex,-1.272,SAP-BPC
2023-02,FY2023,Q1,Automotive,EMEA,6600,General & Admin,Opex,-0.848,SAP-BPC
2023-02,FY2023,Q1,Automotive,EMEA,7100,Depreciation,D&A,-2.651,SAP-BPC
2023-02,FY2023,Q1,Automotive,EMEA,8100,Interest Expense,Finance,-1.59,SAP-BPC
2023-02,FY2023,Q1,Automotive,EMEA,9100,Income Tax,Tax,-3.313,SAP-BPC
2023-02,FY2023,Q1,Automotive,Americas,4000,Product Revenue,Revenue,44.531,SAP-BPC
2023-02,FY2023,Q1,Automotive,Americas,4100,Service Revenue,Revenue,19.085,SAP-BPC
2023-02,FY2023,Q1,Automotive,Americas,5000,Cost of Goods Sold,COGS,-34.989,SAP-BPC
2023-02,FY2023,Q1,Automotive,Americas,6100,Salaries & Wages,Opex,-5.089,SAP-BPC
2023-02,FY2023,Q1,Automotive,Americas,6200,Marketing,Opex,-1.908,SAP-BPC
2023-02,FY2023,Q1,Automotive,Americas,6300,R&D,Opex,-2.545,SAP-BPC
2023-02,FY2023,Q1,Automotive,Americas,6400,Travel,Opex,-0.636,SAP-BPC
2023-02,FY2023,Q1,Automotive,Americas,6500,IT & Infrastructure,Opex,-1.527,SAP-BPC
2023-02,FY2023,Q1,Automotive,Americas,6600,General & Admin,Opex,-1.018,SAP-BPC
2023-02,FY2023,Q1,Automotive,Americas,7100,Depreciation,D&A,-3.181,SAP-BPC
2023-02,FY2023,Q1,Automotive,Americas,8100,Interest Expense,Finance,-1.908,SAP-BPC
2023-02,FY2023,Q1,Automotive,Americas,9100,Income Tax,Tax,-3.976,SAP-BPC
2023-02,FY2023,Q1,Healthcare,APAC,4000,Product Revenue,Revenue,16.699,SAP-BPC
2023-02,FY2023,Q1,Healthcare,APAC,4100,Service Revenue,Revenue,7.157,SAP-BPC
2023-02,FY2023,Q1,Healthcare,APAC,5000,Cost of Goods Sold,COGS,-13.121,SAP-BPC
2023-02,FY2023,Q1,Healthcare,APAC,6100,Salaries & Wages,Opex,-1.908,SAP-BPC
2023-02,FY2023,Q1,Healthcare,APAC,6200,Marketing,Opex,-0.716,SAP-BPC
2023-02,FY2023,Q1,Healthcare,APAC,6300,R&D,Opex,-0.954,SAP-BPC
2023-02,FY2023,Q1,Healthcare,APAC,6400,Travel,Opex,-0.239,SAP-BPC
2023-02,FY2023,Q1,Healthcare,APAC,6500,IT & Infrastructure,Opex,-0.573,SAP-BPC
2023-02,FY2023,Q1,Healthcare,APAC,6600,General & Admin,Opex,-0.382,SAP-BPC
2023-02,FY2023,Q1,Healthcare,APAC,7100,Depreciation,D&A,-1.193,SAP-BPC
2023-02,FY2023,Q1,Healthcare,APAC,8100,Interest Expense,Finance,-0.716,SAP-BPC
2023-02,FY2023,Q1,Healthcare,APAC,9100,Income Tax,Tax,-1.491,SAP-BPC
2023-02,FY2023,Q1,Healthcare,EMEA,4000,Product Revenue,Revenue,18.555,SAP-BPC
2023-02,FY2023,Q1,Healthcare,EMEA,4100,Service Revenue,Revenue,7.952,SAP-BPC
2023-02,FY2023,Q1,Healthcare,EMEA,5000,Cost of Goods Sold,COGS,-14.579,SAP-BPC
2023-02,FY2023,Q1,Healthcare,EMEA,6100,Salaries & Wages,Opex,-2.121,SAP-BPC
2023-02,FY2023,Q1,Healthcare,EMEA,6200,Marketing,Opex,-0.795,SAP-BPC
2023-02,FY2023,Q1,Healthcare,EMEA,6300,R&D,Opex,-1.06,SAP-BPC
2023-02,FY2023,Q1,Healthcare,EMEA,6400,Travel,Opex,-0.265,SAP-BPC
2023-02,FY2023,Q1,Healthcare,EMEA,6500,IT & Infrastructure,Opex,-0.636,SAP-BPC
2023-02,FY2023,Q1,Healthcare,EMEA,6600,General & Admin,Opex,-0.424,SAP-BPC
2023-02,FY2023,Q1,Healthcare,EMEA,7100,Depreciation,D&A,-1.325,SAP-BPC
2023-02,FY2023,Q1,Healthcare,EMEA,8100,Interest Expense,Finance,-0.795,SAP-BPC
2023-02,FY2023,Q1,Healthcare,EMEA,9100,Income Tax,Tax,-1.657,SAP-BPC
2023-02,FY2023,Q1,Healthcare,Americas,4000,Product Revenue,Revenue,22.266,SAP-BPC
2023-02,FY2023,Q1,Healthcare,Americas,4100,Service Revenue,Revenue,9.542,SAP-BPC
2023-02,FY2023,Q1,Healthcare,Americas,5000,Cost of Goods Sold,COGS,-17.494,SAP-BPC
2023-02,FY2023,Q1,Healthcare,Americas,6100,Salaries & Wages,Opex,-2.545,SAP-BPC
2023-02,FY2023,Q1,Healthcare,Americas,6200,Marketing,Opex,-0.954,SAP-BPC
2023-02,FY2023,Q1,Healthcare,Americas,6300,R&D,Opex,-1.272,SAP-BPC
2023-02,FY2023,Q1,Healthcare,Americas,6400,Travel,Opex,-0.318,SAP-BPC
2023-02,FY2023,Q1,Healthcare,Americas,6500,IT & Infrastructure,Opex,-0.763,SAP-BPC
2023-02,FY2023,Q1,Healthcare,Americas,6600,General & Admin,Opex,-0.509,SAP-BPC
2023-02,FY2023,Q1,Healthcare,Americas,7100,Depreciation,D&A,-1.59,SAP-BPC
2023-02,FY2023,Q1,Healthcare,Americas,8100,Interest Expense,Finance,-0.954,SAP-BPC
2023-02,FY2023,Q1,Healthcare,Americas,9100,Income Tax,Tax,-1.988,SAP-BPC
2023-03,FY2023,Q1,Electronics,APAC,4000,Product Revenue,Revenue,24.192,SAP-BPC
2023-03,FY2023,Q1,Electronics,APAC,4100,Service Revenue,Revenue,10.368,SAP-BPC
2023-03,FY2023,Q1,Electronics,APAC,5000,Cost of Goods Sold,COGS,-19.008,SAP-BPC
2023-03,FY2023,Q1,Electronics,APAC,6100,Salaries & Wages,Opex,-2.765,SAP-BPC
2023-03,FY2023,Q1,Electronics,APAC,6200,Marketing,Opex,-1.037,SAP-BPC
2023-03,FY2023,Q1,Electronics,APAC,6300,R&D,Opex,-1.382,SAP-BPC
2023-03,FY2023,Q1,Electronics,APAC,6400,Travel,Opex,-0.346,SAP-BPC
2023-03,FY2023,Q1,Electronics,APAC,6500,IT & Infrastructure,Opex,-0.829,SAP-BPC
2023-03,FY2023,Q1,Electronics,APAC,6600,General & Admin,Opex,-0.553,SAP-BPC
2023-03,FY2023,Q1,Electronics,APAC,7100,Depreciation,D&A,-1.728,SAP-BPC
2023-03,FY2023,Q1,Electronics,APAC,8100,Interest Expense,Finance,-1.037,SAP-BPC
2023-03,FY2023,Q1,Electronics,APAC,9100,Income Tax,Tax,-2.16,SAP-BPC
2023-03,FY2023,Q1,Electronics,EMEA,4000,Product Revenue,Revenue,26.88,SAP-BPC
2023-03,FY2023,Q1,Electronics,EMEA,4100,Service Revenue,Revenue,11.52,SAP-BPC
2023-03,FY2023,Q1,Electronics,EMEA,5000,Cost of Goods Sold,COGS,-21.12,SAP-BPC
2023-03,FY2023,Q1,Electronics,EMEA,6100,Salaries & Wages,Opex,-3.072,SAP-BPC
2023-03,FY2023,Q1,Electronics,EMEA,6200,Marketing,Opex,-1.152,SAP-BPC
2023-03,FY2023,Q1,Electronics,EMEA,6300,R&D,Opex,-1.536,SAP-BPC
2023-03,FY2023,Q1,Electronics,EMEA,6400,Travel,Opex,-0.384,SAP-BPC
2023-03,FY2023,Q1,Electronics,EMEA,6500,IT & Infrastructure,Opex,-0.922,SAP-BPC
2023-03,FY2023,Q1,Electronics,EMEA,6600,General & Admin,Opex,-0.614,SAP-BPC
2023-03,FY2023,Q1,Electronics,EMEA,7100,Depreciation,D&A,-1.92,SAP-BPC
2023-03,FY2023,Q1,Electronics,EMEA,8100,Interest Expense,Finance,-1.152,SAP-BPC
2023-03,FY2023,Q1,Electronics,EMEA,9100,Income Tax,Tax,-2.4,SAP-BPC
2023-03,FY2023,Q1,Electronics,Americas,4000,Product Revenue,Revenue,32.256,SAP-BPC
2023-03,FY2023,Q1,Electronics,Americas,4100,Service Revenue,Revenue,13.824,SAP-BPC
2023-03,FY2023,Q1,Electronics,Americas,5000,Cost of Goods Sold,COGS,-25.344,SAP-BPC
2023-03,FY2023,Q1,Electronics,Americas,6100,Salaries & Wages,Opex,-3.686,SAP-BPC
2023-03,FY2023,Q1,Electronics,Americas,6200,Marketing,Opex,-1.382,SAP-BPC
2023-03,FY2023,Q1,Electronics,Americas,6300,R&D,Opex,-1.843,SAP-BPC
2023-03,FY2023,Q1,Electronics,Americas,6400,Travel,Opex,-0.461,SAP-BPC
2023-03,FY2023,Q1,Electronics,Americas,6500,IT & Infrastructure,Opex,-1.106,SAP-BPC
2023-03,FY2023,Q1,Electronics,Americas,6600,General & Admin,Opex,-0.737,SAP-BPC
2023-03,FY2023,Q1,Electronics,Americas,7100,Depreciation,D&A,-2.304,SAP-BPC
2023-03,FY2023,Q1,Electronics,Americas,8100,Interest Expense,Finance,-1.382,SAP-BPC
2023-03,FY2023,Q1,Electronics,Americas,9100,Income Tax,Tax,-2.88,SAP-BPC
2023-03,FY2023,Q1,Automotive,APAC,4000,Product Revenue,Revenue,33.869,SAP-BPC
2023-03,FY2023,Q1,Automotive,APAC,4100,Service Revenue,Revenue,14.515,SAP-BPC
2023-03,FY2023,Q1,Automotive,APAC,5000,Cost of Goods Sold,COGS,-26.611,SAP-BPC
2023-03,FY2023,Q1,Automotive,APAC,6100,Salaries & Wages,Opex,-3.871,SAP-BPC
2023-03,FY2023,Q1,Automotive,APAC,6200,Marketing,Opex,-1.452,SAP-BPC
2023-03,FY2023,Q1,Automotive,APAC,6300,R&D,Opex,-1.935,SAP-BPC
2023-03,FY2023,Q1,Automotive,APAC,6400,Travel,Opex,-0.484,SAP-BPC
2023-03,FY2023,Q1,Automotive,APAC,6500,IT & Infrastructure,Opex,-1.161,SAP-BPC
2023-03,FY2023,Q1,Automotive,APAC,6600,General & Admin,Opex,-0.774,SAP-BPC
2023-03,FY2023,Q1,Automotive,APAC,7100,Depreciation,D&A,-2.419,SAP-BPC
2023-03,FY2023,Q1,Automotive,APAC,8100,Interest Expense,Finance,-1.452,SAP-BPC
2023-03,FY2023,Q1,Automotive,APAC,9100,Income Tax,Tax,-3.024,SAP-BPC
2023-03,FY2023,Q1,Automotive,EMEA,4000,Product Revenue,Revenue,37.632,SAP-BPC
2023-03,FY2023,Q1,Automotive,EMEA,4100,Service Revenue,Revenue,16.128,SAP-BPC
2023-03,FY2023,Q1,Automotive,EMEA,5000,Cost of Goods Sold,COGS,-29.568,SAP-BPC
2023-03,FY2023,Q1,Automotive,EMEA,6100,Salaries & Wages,Opex,-4.301,SAP-BPC
2023-03,FY2023,Q1,Automotive,EMEA,6200,Marketing,Opex,-1.613,SAP-BPC
2023-03,FY2023,Q1,Automotive,EMEA,6300,R&D,Opex,-2.15,SAP-BPC
2023-03,FY2023,Q1,Automotive,EMEA,6400,Travel,Opex,-0.538,SAP-BPC
2023-03,FY2023,Q1,Automotive,EMEA,6500,IT & Infrastructure,Opex,-1.29,SAP-BPC
2023-03,FY2023,Q1,Automotive,EMEA,6600,General & Admin,Opex,-0.86,SAP-BPC
2023-03,FY2023,Q1,Automotive,EMEA,7100,Depreciation,D&A,-2.688,SAP-BPC
2023-03,FY2023,Q1,Automotive,EMEA,8100,Interest Expense,Finance,-1.613,SAP-BPC
